dt,w,dw,b0,b1,batch_id
25,0.09999999999999998,4.999999999999999,0.6014285714285715,-10.250000000000009,1
50,0.38999999999999996,19.499999999999996,0.6014285714285715,-10.250000000000009,1
100,1.0,50.0,0.6014285714285715,-10.250000000000009,1
25,0.09999999999999998,4.999999999999999,0.5871428571428571,-7.75000000000001,2
50,0.48999999999999994,24.499999999999996,0.5871428571428571,-7.75000000000001,2
100,1.0,50.0,0.5871428571428571,-7.75000000000001,2
