timestamp,distance,speed, global_time
0,0.0,0.0,0.0
0,0.0,0.0,0.01
0,0.0,0.0,0.01
0,0.0,0.0,0.01
0,0.0,0.0,0.01
0,0.0,0.0,0.02
0,0.0,0.0,0.04
0,0.0,0.0,0.05
0,0.0,0.0,0.07
0,0.0,0.0,0.09
0,0.0,0.0,0.1
0,0.0,0.0,0.12
0,0.0,0.0,0.14
0,0.0,0.0,0.15
0,0.0,0.0,0.17
0,0.0,0.0,0.19
0,0.0,0.0,0.2
0,0.0,0.0,0.22
0,0.0,0.0,0.24
0,0.0,0.0,0.25
0,0.0,0.0,0.27
0,0.0,0.0,0.29
0,0.0,0.0,0.3
0,0.0,0.0,0.32
0,0.0,0.0,0.33
0,0.0,0.0,0.35
0,0.0,0.0,0.37
0,0.0,0.0,0.39
0,0.0,0.0,0.4
0,0.0,0.0,0.42
0,0.0,0.0,0.44
0,0.0,0.0,0.45
0,0.0,0.0,0.47
0,0.0,0.0,0.49
0,0.0,0.0,0.5
0,0.0,0.0,0.52
0,0.0,0.0,0.54
0,0.0,0.0,0.55
0,0.0,0.0,0.57
0,0.0,0.0,0.59
0,0.0,0.0,0.6
0,0.0,0.0,0.63
0,0.0,0.0,0.63
0,0.0,0.0,0.65
0,0.0,0.0,0.67
0,0.0,0.0,0.68
0,0.0,0.0,0.7
0,0.0,0.0,0.71
0,0.0,0.0,0.73
0,0.0,0.0,0.75
0,0.0,0.0,0.77
0,0.0,0.0,0.78
0,0.0,0.0,0.8
0,0.0,0.0,0.82
0,0.0,0.0,0.84
0,0.0,0.0,0.85
0,0.0,0.0,0.87
0,0.0,0.0,0.89
0,0.0,0.0,0.9
0,0.0,0.0,0.92
0,0.0,0.0,0.94
0,0.0,0.0,0.95
0,0.0,0.0,0.97
0,0.0,0.0,0.98
0,0.0,0.0,1.0
0,0.0,0.0,1.02
0,0.0,0.0,1.04
0,0.0,0.0,1.05
0,0.0,0.0,1.07
0,0.0,0.0,1.08
0,0.0,0.0,1.1
0,0.0,0.0,1.12
0,0.0,0.0,1.14
0,0.0,0.0,1.14
0,0.0,0.0,1.16
0,0.0,0.0,1.19
0,0.0,0.0,1.2
0,0.0,0.0,1.22
0,0.0,0.0,1.23
0,0.0,0.0,1.25
0,0.0,0.0,1.27
0,0.0,0.0,1.29
0,0.0,0.0,1.3
0,0.0,0.0,1.32
0,0.0,0.0,1.34
0,0.0,0.0,1.35
0,0.0,0.0,1.37
0,0.0,0.0,1.39
0,0.0,0.0,1.4
0,0.0,0.0,1.41
0,0.0,0.0,1.44
0,0.0,0.0,1.45
0,0.0,0.0,1.47
0,0.0,0.0,1.49
0,0.0,0.0,1.5
0,0.0,0.0,1.52
0,0.0,0.0,1.53
0,0.0,0.0,1.54
0,0.0,0.0,1.57
0,0.0,0.0,1.59
0,0.0,0.0,1.6
0,0.0,0.0,1.62
0,0.0,0.0,1.65
0,0.0,0.0,1.65
0,0.0,0.0,1.67
0,0.0,0.0,1.69
0,0.0,0.0,1.7
0,0.0,0.0,1.71
0,0.0,0.0,1.73
0,0.0,0.0,1.75
0,0.0,0.0,1.77
0,0.0,0.0,1.79
0,0.0,0.0,1.8
0,0.0,0.0,1.82
0,0.0,0.0,1.84
0,0.0,0.0,1.85
0,0.0,0.0,1.87
0,0.0,0.0,1.88
0,0.0,0.0,1.9
0,0.0,0.0,1.92
0,0.0,0.0,1.94
0,0.0,0.0,1.95
0,0.0,0.0,1.96
0,0.0,0.0,1.99
0,0.0,0.0,2.0
0,0.0,0.0,2.02
0,0.0,0.0,2.04
0,0.0,0.0,2.05
0,0.0,0.0,2.07
0,0.0,0.0,2.09
0,0.0,0.0,2.1
0,0.0,0.0,2.12
0,0.0,0.0,2.14
0,0.0,0.0,2.15
0,0.0,0.0,2.17
0,0.0,0.0,2.19
0,0.0,0.0,2.2
0,0.0,0.0,2.22
0,0.0,0.0,2.24
0,0.0,0.0,2.25
0,0.0,0.0,2.27
0,0.0,0.0,2.28
0,0.0,0.0,2.3
0,0.0,0.0,2.31
0,0.0,0.0,2.33
0,0.0,0.0,2.35
0,0.0,0.0,2.37
0,0.0,0.0,2.39
0,0.0,0.0,2.4
0,0.0,0.0,2.41
0,0.0,0.0,2.43
0,0.0,0.0,2.45
0,0.0,0.0,2.47
0,0.0,0.0,2.48
0,0.0,0.0,2.5
0,0.0,0.0,2.52
0,0.0,0.0,2.54
0,0.0,0.0,2.55
0,0.0,0.0,2.57
0,0.0,0.0,2.59
0,0.0,0.0,2.6
0,0.0,0.0,2.62
0,0.0,0.0,2.64
0,0.0,0.0,2.66
0,0.0,0.0,2.66
0,0.0,0.0,2.68
0,0.0,0.0,2.7
0,0.0,0.0,2.71
0,0.0,0.0,2.74
0,0.0,0.0,2.75
0,0.0,0.0,2.77
0,0.0,0.0,2.78
0,0.0,0.0,2.8
0,0.0,0.0,2.82
0,0.0,0.0,2.83
0,0.0,0.0,2.85
0,0.0,0.0,2.86
0,0.0,0.0,2.89
0,0.0,0.0,2.9
0,0.0,0.0,2.92
0,0.0,0.0,2.93
0,0.0,0.0,2.95
0,0.0,0.0,2.96
0,0.0,0.0,2.98
0,0.0,0.0,3.0
0,0.0,0.0,3.02
0,0.0,0.0,3.04
0,0.0,0.0,3.05
0,0.0,0.0,3.07
0,0.0,0.0,3.08
0,0.0,0.0,3.1
0,0.0,0.0,3.11
0,0.0,0.0,3.13
0,0.0,0.0,3.15
0,0.0,0.0,3.16
0,0.0,0.0,3.18
0,0.0,0.0,3.2
0,0.0,0.0,3.22
0,0.0,0.0,3.23
0,0.0,0.0,3.24
0,0.0,0.0,3.27
0,0.0,0.0,3.28
0,0.0,0.0,3.3
0,0.0,0.0,3.31
0,0.0,0.0,3.34
0,0.0,0.0,3.35
0,0.0,0.0,3.37
0,0.0,0.0,3.38
0,0.0,0.0,3.4
0,0.0,0.0,3.42
0,0.0,0.0,3.43
0,0.0,0.0,3.44
0,0.0,0.0,3.46
0,0.0,0.0,3.48
0,0.0,0.0,3.5
0,0.0,0.0,3.52
0,0.0,0.0,3.54
0,0.0,0.0,3.54
0,0.0,0.0,3.56
0,0.0,0.0,3.59
0,0.0,0.0,3.6
0,0.0,0.0,3.62
0,0.0,0.0,3.64
0,0.0,0.0,3.65
0,0.0,0.0,3.68
0,0.0,0.0,3.68
0,0.0,0.0,3.7
0,0.0,0.0,3.72
0,0.0,0.0,3.73
0,0.0,0.0,3.75
0,0.0,0.0,3.77
0,0.0,0.0,3.78
0,0.0,0.0,3.8
0,0.0,0.0,3.81
0,0.0,0.0,3.83
0,0.0,0.0,3.84
0,0.0,0.0,3.86
0,0.0,0.0,3.89
0,0.0,0.0,3.9
0,0.0,0.0,3.92
0,0.0,0.0,3.93
0,0.0,0.0,3.95
0,0.0,0.0,3.97
0,0.0,0.0,3.99
0,0.0,0.0,4.0
0,0.0,0.0,4.02
0,0.0,0.0,4.04
0,0.0,0.0,4.05
0,0.0,0.0,4.06
0,0.0,0.0,4.08
0,0.0,0.0,4.1
0,0.0,0.0,4.12
0,0.0,0.0,4.14
0,0.0,0.0,4.15
0,0.0,0.0,4.16
0,0.0,0.0,4.18
0,0.0,0.0,4.2
0,0.0,0.0,4.22
0,0.0,0.0,4.23
0,0.0,0.0,4.25
0,0.0,0.0,4.27
0,0.0,0.0,4.29
0,0.0,0.0,4.3
0,0.0,0.0,4.31
0,0.0,0.0,4.33
0,0.0,0.0,4.35
0,0.0,0.0,4.36
0,0.0,0.0,4.39
0,0.0,0.0,4.4
0,0.0,0.0,4.41
0,0.0,0.0,4.43
0,0.0,0.0,4.45
0,0.0,0.0,4.47
0,0.0,0.0,4.49
0,0.0,0.0,4.5
0,0.0,0.0,4.52
0,0.0,0.0,4.54
0,0.0,0.0,4.55
0,0.0,0.0,4.57
0,0.0,0.0,4.59
0,0.0,0.0,4.6
0,0.0,0.0,4.61
0,0.0,0.0,4.63
0,0.0,0.0,4.65
0,0.0,0.0,4.68
0,0.0,0.0,4.68
0,0.0,0.0,4.7
0,0.0,0.0,4.72
0,0.0,0.0,4.73
0,0.0,0.0,4.75
0,0.0,0.0,4.76
0,0.0,0.0,4.78
0,0.0,0.0,4.8
0,0.0,0.0,4.82
0,0.0,0.0,4.84
0,0.0,0.0,4.85
0,0.0,0.0,4.87
0,0.0,0.0,4.88
0,0.0,0.0,4.9
0,0.0,0.0,4.91
0,0.0,0.0,4.93
0,0.0,0.0,4.95
0,0.0,0.0,4.97
0,0.0,0.0,4.98
0,0.0,0.0,5.0
0,0.0,0.0,5.02
0,0.0,0.0,5.03
0,0.0,0.0,5.05
0,0.0,0.0,5.07
0,0.0,0.0,5.08
0,0.0,0.0,5.1
0,0.0,0.0,5.12
0,0.0,0.0,5.14
0,0.0,0.0,5.15
0,0.0,0.0,5.17
0,0.0,0.0,5.18
0,0.0,0.0,5.2
0,0.0,0.0,5.22
0,0.0,0.0,5.23
0,0.0,0.0,5.25
0,0.0,0.0,5.27
0,0.0,0.0,5.29
0,0.0,0.0,5.3
0,0.0,0.0,5.31
0,0.0,0.0,5.34
0,0.0,0.0,5.35
0,0.0,0.0,5.37
0,0.0,0.0,5.39
0,0.0,0.0,5.4
0,0.0,0.0,5.41
0,0.0,0.0,5.43
0,0.0,0.0,5.45
0,0.0,0.0,5.47
0,0.0,0.0,5.48
0,0.0,0.0,5.5
0,0.0,0.0,5.52
0,0.0,0.0,5.54
0,0.0,0.0,5.55
0,0.0,0.0,5.57
0,0.0,0.0,5.59
0,0.0,0.0,5.6
0,0.0,0.0,5.61
0,0.0,0.0,5.63
0,0.0,0.0,5.65
0,0.0,0.0,5.67
0,0.0,0.0,5.7
0,0.0,0.0,5.7
0,0.0,0.0,5.71
0,0.0,0.0,5.73
0,0.0,0.0,5.74
0,0.0,0.0,5.77
0,0.0,0.0,5.78
0,0.0,0.0,5.8
