arduino_timestamp,elapsed_time,capacitive_value
17520,18.43,4
17540,18.45,8
17560,18.47,7
17580,18.49,9
17600,18.51,9
17620,18.53,6
17640,18.55,7
17660,18.57,7
17680,18.59,10
17700,18.61,9
17720,18.63,10
17740,18.65,5
17760,18.67,9
17780,18.69,6
17800,18.71,9
17820,18.74,8
17840,18.75,6
17860,18.77,8
17880,18.79,7
17900,18.81,8
17920,18.83,10
17940,18.85,9
17960,18.87,10
17980,18.89,7
18000,18.91,6
18020,18.93,8
18040,18.95,9
18060,18.97,9
18080,18.99,12
18100,19.01,10
18120,19.03,8
18140,19.05,9
18160,19.07,9
18180,19.09,11
18200,19.11,7
18220,19.13,8
18240,19.15,8
18260,19.17,9
18280,19.19,8
18300,19.21,8
18320,19.23,5
18340,19.25,10
18360,19.27,7
18380,19.29,9
18400,19.31,4
18420,19.33,10
18440,19.35,9
18460,19.37,8
18480,19.39,10
18500,19.41,7
18520,19.43,9
18540,19.45,9
18560,19.47,8
18580,19.49,10
18600,19.51,8
18620,19.53,9
18640,19.55,9
18660,19.57,11
18680,19.6,11
18700,19.61,9
18720,19.63,8
18740,19.65,8
18760,19.67,10
18780,19.69,8
18800,19.71,8
18820,19.73,8
18840,19.75,9
18860,19.77,9
18880,19.79,12
18900,19.81,9
18920,19.83,6
18940,19.85,8
18960,19.87,10
18980,19.89,9
19000,19.91,7
19020,19.93,8
19040,19.95,8
19060,19.97,9
19080,19.99,10
19100,20.01,5
19120,20.03,7
19140,20.05,6
19160,20.07,10
19180,20.09,5
19200,20.11,8
19220,20.13,8
19240,20.15,7
19260,20.17,9
19280,20.19,9
19300,20.21,10
19320,20.23,8
19340,20.25,9
19360,20.28,9
19380,20.29,10
19400,20.31,7
19420,20.33,7
19440,20.35,8
19460,20.37,8
19480,20.39,11
19500,20.41,10
19520,20.43,8
19540,20.45,7
19560,20.47,9
19580,20.49,11
19600,20.51,8
19620,20.53,8
19640,20.55,10
19660,20.57,7
19680,20.59,11
19700,20.61,8
19720,20.63,8
19740,20.65,7
19760,20.67,9
19780,20.69,9
19800,20.71,6
19820,20.73,7
19840,20.75,9
19860,20.77,9
19880,20.79,9
19900,20.81,10
19920,20.83,7
19940,20.85,9
19960,20.87,7
19980,20.89,10
20000,20.91,9
20020,20.93,0
20040,20.95,2
20060,20.97,2
20080,20.99,3
20100,21.01,1
20120,21.03,1
20140,21.05,2
20160,21.07,3
20180,21.09,2
20200,21.11,0
20220,21.13,1
20240,21.15,3
20260,21.17,4
20280,21.19,2
20300,21.21,5
20320,21.23,3
20340,21.25,4
20360,21.27,4
20380,21.29,6
20400,21.31,3
20420,21.33,3
20440,21.35,2
20460,21.37,5
20480,21.39,6
20500,21.41,4
20520,21.43,2
20540,21.45,4
20560,21.47,5
20580,21.49,6
20600,21.51,3
20620,21.53,2
20640,21.55,3
20660,21.57,5
20680,21.59,6
20700,21.61,3
20720,21.63,3
20740,21.65,2
20760,21.67,3
20780,21.69,5
20800,21.71,4
20820,21.73,1
20840,21.75,3
20860,21.77,2
20880,21.79,6
20900,21.81,3
20920,21.83,3
20940,21.85,3
20960,21.87,1
20980,21.89,4
21000,21.91,4
21020,21.93,2
21040,21.95,2
21060,21.97,5
21080,21.99,5
21100,22.01,4
21120,22.03,3
21140,22.05,4
21160,22.07,4
21180,22.09,5
21200,22.11,2
21220,22.13,4
21240,22.15,4
21260,22.17,4
21280,22.19,4
21300,22.21,4
21320,22.23,2
21340,22.25,1
21360,22.27,6
21380,22.29,4
21400,22.31,4
21420,22.33,1
21440,22.35,1
21460,22.37,4
21480,22.39,3
21500,22.41,3
21520,22.43,2
21540,22.45,5
21560,22.47,3
21580,22.49,4
21600,22.51,3
21620,22.53,3
21640,22.55,3
21660,22.57,4
21680,22.59,5
21700,22.61,4
21720,22.63,2
21740,22.65,1
